USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
UT	49047	01448037	Uintah County	11609285613	56154091	    4482.370	      21.681	 40.125887	-109.517748                                                                                                   
UT	49049	01448038	Utah County	5189230995	364305802	    2003.573	     140.659	 40.120432	-111.668527                                                                                                     
UT	49051	01448039	Wasatch County	3048429878	79148299	    1177.005	      30.559	 40.334884	-111.161568                                                                                                   
UT	49053	01448040	Washington County	6285672118	9134289	    2426.912	       3.527	 37.262531	-113.487800                                                                                                 
UT	49055	01448041	Wayne County	6374186210	15154124	    2461.087	       5.851	 38.259840	-110.990877                                                                                                     
UT	49057	01448042	Weber County	1492443861	216546585	     576.236	      83.609	 41.270328	-111.876794                                                                                                    
VT	50001	01461757	Addison County	1984779894	107303299	     766.328	      41.430	 44.031248	 -73.141581                                                                                                  
VT	50003	01461758	Bennington County	1748198169	6926826	     674.983	       2.674	 43.035325	 -73.111460                                                                                                 
VT	50005	01461759	Caledonia County	1680879242	22456093	     648.991	       8.670	 44.468791	 -72.112168                                                                                                 
VT	50007	01461760	Chittenden County	1389740227	214237435	     536.582	      82.718	 44.463327	 -73.069412                                                                                               
VT	50009	01461761	Essex County	1718707340	30285614	     663.597	      11.693	 44.724021	 -71.732736                                                                                                     
VT	50011	01461762	Franklin County	1641633750	150930318	     633.838	      58.275	 44.858964	 -72.909402                                                                                                 
VT	50013	01461763	Grand Isle County	211894597	292303559	      81.813	     112.859	 44.801787	 -73.300759                                                                                                
VT	50015	01461764	Lamoille County	1188473311	12658077	     458.872	       4.887	 44.603704	 -72.638922                                                                                                  
VT	50017	01461765	Orange County	1779409624	13549371	     687.034	       5.231	 44.003392	 -72.369687                                                                                                    
VT	50019	01461766	Orleans County	1796376593	71442197	     693.585	      27.584	 44.828442	 -72.251630                                                                                                   
VT	50021	01461767	Rutland County	2408211831	38758591	     929.816	      14.965	 43.580858	 -73.038202                                                                                                   
VT	50023	01461768	Washington County	1779419614	21187618	     687.038	       8.181	 44.274988	 -72.609514                                                                                                
VT	50025	01461769	Windham County	2033922469	33064491	     785.302	      12.766	 42.995335	 -72.721955                                                                                                   
VT	50027	01461770	Windsor County	2510577932	19279313	     969.340	       7.444	 43.572685	 -72.598821                                                                                                   
VA	51001	01480091	Accomack County	1164222686	2228759089	     449.509	     860.529	 37.765944	 -75.757807                                                                                                
VA	51003	01675170	Albemarle County	1866869127	14032748	     720.802	       5.418	 38.024184	 -78.553506                                                                                                 
VA	51005	01673675	Alleghany County	1153734179	8510738	     445.459	       3.286	 37.787905	 -80.008669                                                                                                  
VA	51007	01497770	Amelia County	920142764	8424800	     355.269	       3.253	 37.331927	 -77.977462                                                                                                      
VA	51009	01480095	Amherst County	1227484902	12729826	     473.935	       4.915	 37.628610	 -79.154281                                                                                                   
VA	51011	01497238	Appomattox County	863689281	3204692	     333.472	       1.237	 37.370725	 -78.810940                                                                                                  
VA	51013	01480097	Arlington County	67318428	244142	      25.992	       0.094	 38.878337	 -77.100703                                                                                                     
VA	51015	01480098	Augusta County	2504602442	9972877	     967.032	       3.851	 38.171911	 -79.147557                                                                                                    
VA	51017	01673638	Bath County	1370514973	14044111	     529.159	       5.422	 38.068368	 -79.731203                                                                                                      
VA	51019	01674818	Bedford County	1968133960	42100195	     759.901	      16.255	 37.312223	 -79.527078                                                                                                   
VA	51021	01494613	Bland County	926515823	2585515	     357.730	       0.998	 37.130612	 -81.125853                                                                                                       
VA	51023	01674418	Botetourt County	1401713911	12188503	     541.205	       4.706	 37.565481	 -79.797553                                                                                                 
VA	51025	01493961	Brunswick County	1466384563	8314712	     566.174	       3.210	 36.764204	 -77.861483                                                                                                  
VA	51027	01497431	Buchanan County	1302149875	2797157	     502.763	       1.080	 37.268120	 -82.038151                                                                                                   
VA	51029	01501502	Buckingham County	1501303548	10099804	     579.657	       3.900	 37.573928	 -78.529169                                                                                                
VA	51031	01674917	Campbell County	1305049383	9002937	     503.882	       3.476	 37.210151	 -79.095428                                                                                                   
VA	51033	01480107	Caroline County	1366270763	24228168	     527.520	       9.355	 38.030319	 -77.352348                                                                                                  
VA	51035	01480108	Carroll County	1229441999	7647531	     474.690	       2.953	 36.731928	 -80.727865                                                                                                    
VA	51036	01480109	Charles City County	473493984	55490600	     182.817	      21.425	 37.361054	 -77.054170                                                                                               
VA	51037	01492442	Charlotte County	1231001549	5824992	     475.292	       2.249	 37.009042	 -78.658568                                                                                                  
VA	51041	01480111	Chesterfield County	1096531675	35172847	     423.373	      13.580	 37.378434	 -77.585847                                                                                              
VA	51043	01690562	Clarke County	455565957	5649744	     175.895	       2.181	 39.115381	 -77.990836                                                                                                      
VA	51045	01673664	Craig County	853490643	2797724	     329.535	       1.080	 37.473603	 -80.231051                                                                                                       
VA	51047	01497831	Culpeper County	982232458	8550409	     379.242	       3.301	 38.485930	 -77.956476                                                                                                    
VA	51049	01494109	Cumberland County	770419327	5931686	     297.461	       2.290	 37.520189	 -78.252836                                                                                                  
VA	51051	01497376	Dickenson County	856108125	8073687	     330.545	       3.117	 37.137064	 -82.349230                                                                                                   
VA	51053	01690739	Dinwiddie County	1304626416	8999965	     503.719	       3.475	 37.073498	 -77.635492                                                                                                  
VA	51057	01480118	Essex County	665858937	74793668	     257.090	      28.878	 37.939480	 -76.941871                                                                                                      
VA	51059	01480119	Fairfax County	1012303733	39435616	     390.853	      15.226	 38.829520	 -77.273252                                                                                                   
VA	51061	01480120	Fauquier County	1677403404	9775559	     647.649	       3.774	 38.744098	 -77.821484                                                                                                   
VA	51063	01494354	Floyd County	986590282	2270014	     380.925	       0.876	 36.931438	 -80.350309                                                                                                       
VA	51065	01494061	Fluvanna County	740762872	10718670	     286.010	       4.139	 37.830571	 -78.283482                                                                                                   
VA	51067	01494434	Franklin County	1788231299	54670666	     690.440	      21.108	 36.991150	 -79.882663                                                                                                  
VA	51069	01480124	Frederick County	1070958657	5194171	     413.499	       2.005	 39.203677	 -78.263828                                                                                                  
VA	51071	01494551	Giles County	921560258	11925828	     355.816	       4.605	 37.311930	 -80.717189                                                                                                      
VA	51073	01480126	Gloucester County	564116916	181754412	     217.807	      70.176	 37.403541	 -76.523505                                                                                                
VA	51075	01674271	Goochland County	728886866	21963100	     281.425	       8.480	 37.718814	 -77.917626                                                                                                  
VA	51077	01501196	Grayson County	1145220897	9797891	     442.172	       3.783	 36.652229	 -81.215324                                                                                                    
VA	51079	01480129	Greene County	404411500	1706090	     156.144	       0.659	 38.297981	 -78.470163                                                                                                      
VA	51081	01501122	Greensville County	764649954	4086108	     295.233	       1.578	 36.680336	 -77.560277                                                                                                 
VA	51083	01496705	Halifax County	2118209785	30531356	     817.845	      11.788	 36.766461	 -78.939614                                                                                                   
VA	51085	01480132	Hanover County	1213582999	13568383	     468.567	       5.239	 37.760165	 -77.490992                                                                                                   
VA	51087	01480133	Henrico County	605287712	28969984	     233.703	      11.185	 37.437520	 -77.300333                                                                                                    
VA	51089	01502770	Henry County	990258085	5281696	     382.341	       2.039	 36.620607	 -79.980673                                                                                                       
VA	51091	01673774	Highland County	1075249033	1805613	     415.156	       0.697	 38.366243	 -79.564472                                                                                                   
VA	51093	01702378	Isle of Wight County	817464437	122256199	     315.625	      47.203	 36.901418	 -76.707569                                                                                             
VA	51095	01480135	James City County	368966992	95299777	     142.459	      36.795	 37.324837	 -76.777888                                                                                                 
VA	51097	01480136	King and Queen County	816287771	28874439	     315.170	      11.148	 37.714372	 -76.901855                                                                                             
VA	51099	01480137	King George County	465260573	21031824	     179.638	       8.120	 38.277049	 -77.162769                                                                                                
VA	51101	01480138	King William County	709504125	30286031	     273.941	      11.694	 37.708260	 -77.091054                                                                                               
VA	51103	01480139	Lancaster County	345223678	254112331	     133.292	      98.113	 37.704843	 -76.412663                                                                                                 
VA	51105	01496538	Lee County	1127988664	4896425	     435.519	       1.891	 36.701721	 -83.130112                                                                                                        
VA	51107	01480141	Loudoun County	1335804259	14448944	     515.757	       5.579	 39.081200	 -77.638898                                                                                                   
VA	51109	01494707	Louisa County	1285413687	37737584	     496.301	      14.571	 37.972704	 -77.959795                                                                                                    
VA	51111	01492239	Lunenburg County	1118063299	1795027	     431.687	       0.693	 36.946094	 -78.241985                                                                                                  
VA	51113	01494590	Madison County	830565358	3085774	     320.683	       1.191	 38.412059	 -78.276961                                                                                                     
VA	51115	01480145	Mathews County	222555391	430023700	      85.929	     166.033	 37.425348	 -76.268808                                                                                                   
VA	51117	01500747	Mecklenburg County	1620003221	139190905	     625.487	      53.742	 36.687256	 -78.368959                                                                                              
VA	51119	01480147	Middlesex County	337507715	208357022	     130.312	      80.447	 37.606975	 -76.528082                                                                                                 
VA	51121	01674630	Montgomery County	1001065265	5807436	     386.513	       2.242	 37.175534	 -80.387791                                                                                                 
VA	51125	01500936	Nelson County	1219509578	8935054	     470.855	       3.450	 37.789079	 -78.883440                                                                                                     
VA	51127	01480150	New Kent County	543211673	35577224	     209.735	      13.736	 37.502819	 -76.982819                                                                                                   
VA	51131	01480151	Northampton County	548279228	1511404265	     211.692	     583.556	 37.302775	 -75.924018                                                                                              
VA	51133	01480152	Northumberland County	495425667	244310208	     191.285	      94.329	 37.856974	 -76.379687                                                                                            
VA	51135	01493928	Nottoway County	814265581	4297829	     314.390	       1.659	 37.141167	 -78.053866                                                                                                    
VA	51137	01494761	Orange County	882616763	6431171	     340.780	       2.483	 38.250193	 -78.009622                                                                                                      
VA	51139	01500440	Page County	805020081	8431094	     310.820	       3.255	 38.623201	 -78.491880                                                                                                        
VA	51141	01497999	Patrick County	1251234938	7142556	     483.105	       2.758	 36.667128	 -80.286413                                                                                                    
VA	51143	01480157	Pittsylvania County	2509525953	23857387	     968.933	       9.211	 36.821721	 -79.398502                                                                                              
VA	51145	01674225	Powhatan County	674021190	5453788	     260.241	       2.106	 37.549404	 -77.912855                                                                                                    
VA	51147	01492359	Prince Edward County	906385569	10040117	     349.957	       3.877	 37.224881	 -78.432957                                                                                              
VA	51149	01480160	Prince George County	686758306	43184668	     265.159	      16.674	 37.187325	 -77.220993                                                                                              
VA	51153	01480161	Prince William County	871305997	31236810	     336.413	      12.061	 38.701119	 -77.479579                                                                                             
VA	51155	01501465	Pulaski County	828438965	25204366	     319.862	       9.731	 37.063385	 -80.713444                                                                                                    
VA	51157	01673976	Rappahannock County	689883410	2064342	     266.365	       0.797	 38.684522	 -78.168824                                                                                                
VA	51159	01480164	Richmond County	495962797	64400138	     191.492	      24.865	 37.942894	 -76.730561                                                                                                   
VA	51161	01480165	Roanoke County	649014935	1795151	     250.586	       0.693	 37.330792	 -80.191237                                                                                                     
VA	51163	01480166	Rockbridge County	1547664064	8845046	     597.556	       3.415	 37.814517	 -79.447754                                                                                                 
VA	51165	01488970	Rockingham County	2199284791	11120615	     849.149	       4.294	 38.507585	 -78.885321                                                                                                
VA	51167	01497573	Russell County	1227192283	7593493	     473.822	       2.932	 36.933420	 -82.095934                                                                                                    
VA	51169	01498172	Scott County	1387008821	8060238	     535.527	       3.112	 36.712776	 -82.613624                                                                                                      
VA	51171	01673918	Shenandoah County	1316396213	8870600	     508.263	       3.425	 38.856204	 -78.573987                                                                                                 
VA	51173	01500545	Smyth County	1167904202	3519357	     450.930	       1.359	 36.842318	 -81.539786                                                                                                      
VA	51175	01480171	Southampton County	1551739851	8242331	     599.130	       3.182	 36.720173	 -77.103856                                                                                                
VA	51177	01480172	Spotsylvania County	1039865449	33044472	     401.494	      12.759	 38.182431	 -77.657226                                                                                              
VA	51179	01480173	Stafford County	696835101	28176074	     269.050	      10.879	 38.415386	 -77.454872                                                                                                   
VA	51181	01480174	Surry County	722475755	81216907	     278.949	      31.358	 37.119761	 -76.880172                                                                                                      
VA	51183	01690257	Sussex County	1269664385	6755317	     490.220	       2.608	 36.926645	 -77.259732                                                                                                     
VA	51185	01497748	Tazewell County	1343806837	2913086	     518.847	       1.125	 37.125395	 -81.562924                                                                                                   
VA	51187	01674058	Warren County	553639842	8554784	     213.762	       3.303	 38.908221	 -78.207594                                                                                                      
VA	51191	01498359	Washington County	1452917761	12999433	     560.975	       5.019	 36.747831	 -81.950316                                                                                                
VA	51193	01480179	Westmoreland County	594075379	61102382	     229.374	      23.592	 38.109311	 -76.803933                                                                                               
VA	51195	01496656	Wise County	1044260774	5277225	     403.191	       2.038	 36.974561	 -82.621560                                                                                                       
VA	51197	01501379	Wythe County	1196123390	7310964	     461.826	       2.823	 36.899873	 -81.083005                                                                                                      
VA	51199	01480182	York County	271061637	285378318	     104.657	     110.185	 37.220914	 -76.395533                                                                                                      
VA	51510	01498415	Alexandria city	38977689	1127171	      15.049	       0.435	 38.820071	 -77.084063                                                                                                     
VA	51520	01498416	Bristol city	33745565	322409	      13.029	       0.124	 36.616954	 -82.157564                                                                                                         
VA	51530	01498417	Buena Vista city	17350500	222803	       6.699	       0.086	 37.731365	 -79.356635                                                                                                     
VA	51540	01789068	Charlottesville city	26516183	52974	      10.238	       0.020	 38.037658	 -78.485381                                                                                                  
VA	51550	01498558	Chesapeake city	882668771	26057053	     340.800	      10.061	 36.679376	 -76.301788                                                                                                   
VA	51570	01498420	Colonial Heights city	19481043	757290	       7.522	       0.292	 37.261685	 -77.396804                                                                                                
VA	51580	01789069	Covington city	14163308	522024	       5.468	       0.202	 37.778143	 -79.986039                                                                                                       
VA	51590	01498421	Danville city	111287882	2538056	      42.968	       0.980	 36.583334	 -79.408071                                                                                                      
VA	51595	01498422	Emporia city	17871525	165621	       6.900	       0.064	 36.696182	 -77.535975                                                                                                         
VA	51600	01789070	Fairfax city	16162121	90056	       6.240	       0.035	 38.853183	 -77.299025                                                                                                          
VA	51610	01498423	Falls Church city	5311307	6	       2.051	       0.000	 38.884722	 -77.175603                                                                                                          
VA	51620	01498424	Franklin city	21295862	369820	       8.222	       0.143	 36.684014	 -76.941396                                                                                                        
VA	51630	01498425	Fredericksburg city	27042222	178255	      10.441	       0.069	 38.299272	 -77.486658                                                                                                  
VA	51640	01498426	Galax city	21340444	103782	       8.240	       0.040	 36.665640	 -80.914308                                                                                                           
VA	51650	01498554	Hampton city	133308914	219683212	      51.471	      84.820	 37.048030	 -76.297149                                                                                                     
VA	51660	01498563	Harrisonburg city	44889777	149942	      17.332	       0.058	 38.436255	 -78.873303                                                                                                    
VA	51670	01498428	Hopewell city	26655077	1324078	      10.292	       0.511	 37.291010	 -77.298944                                                                                                       
VA	51678	01789071	Lexington city	6467874	68429	       2.497	       0.026	 37.782332	 -79.444320                                                                                                         
VA	51680	01498429	Lynchburg city	127241541	1343203	      49.128	       0.519	 37.399016	 -79.195458                                                                                                     
VA	51683	01498430	Manassas city	25594690	134901	       9.882	       0.052	 38.747172	 -77.484536                                                                                                        
VA	51685	01498431	Manassas Park city	6575876	956	       2.539	       0.000	 38.768945	 -77.448767                                                                                                       
VA	51690	01789072	Martinsville city	28376605	133615	      10.956	       0.052	 36.683527	 -79.863647                                                                                                    
VA	51700	01498555	Newport News city	178332756	131488033	      68.855	      50.768	 37.076166	 -76.521968                                                                                                
VA	51710	01498557	Norfolk city	140080307	109452507	      54.085	      42.260	 36.923015	 -76.244641                                                                                                     
VA	51720	01498434	Norton city	19375326	89169	       7.481	       0.034	 36.931549	 -82.625996                                                                                                           
VA	51730	01498435	Petersburg city	59430127	614559	      22.946	       0.237	 37.204730	 -77.392368                                                                                                      
VA	51735	01498436	Poquoson city	39850781	163450029	      15.386	      63.108	 37.128360	 -76.303534                                                                                                     
VA	51740	01498556	Portsmouth city	87547975	33488196	      33.802	      12.930	 36.859700	 -76.356313                                                                                                    
VA	51750	01498438	Radford city	25567009	867992	       9.871	       0.335	 37.120116	 -80.559154                                                                                                         
VA	51760	01789073	Richmond city	154942137	6879776	      59.823	       2.656	 37.531399	 -77.476009                                                                                                      
VA	51770	01498439	Roanoke city	110141396	882886	      42.526	       0.341	 37.278458	 -79.958174                                                                                                        
VA	51775	01789074	Salem city	37400253	263080	      14.440	       0.102	 37.285333	 -80.055241                                                                                                           
VA	51790	01789075	Staunton city	51705587	153023	      19.964	       0.059	 38.158056	 -79.061501                                                                                                        
VA	51800	01498560	Suffolk city	1036489945	74848803	     400.191	      28.899	 36.697157	 -76.634781                                                                                                     
VA	51810	01498559	Virginia Beach city	646847466	641272088	     249.749	     247.597	 36.779350	 -76.023685                                                                                              
VA	51820	01498443	Waynesboro city	38927994	410156	      15.030	       0.158	 38.067157	 -78.901420                                                                                                      
VA	51830	01789076	Williamsburg city	23098592	416082	       8.918	       0.161	 37.269481	 -76.708193                                                                                                    
VA	51840	01789077	Winchester city	23918428	53195	       9.235	       0.021	 39.173869	 -78.176356                                                                                                       
WA	53001	01531601	Adams County	4985669170	12622959	    1924.978	       4.874	 47.011238	-118.512861                                                                                                     
WA	53003	01533502	Asotin County	1647780262	11450405	     636.212	       4.421	 46.181861	-117.227781                                                                                                    
WA	53005	01513302	Benton County	4404062589	154325799	    1700.418	      59.586	 46.228120	-119.516666                                                                                                   
WA	53007	01531932	Chelan County	7564215806	189987285	    2920.560	      73.355	 47.860974	-120.619041                                                                                                   
WA	53009	01531341	Clallam County	4503157983	2413675940	    1738.679	     931.926	 48.110903	-123.889860                                                                                                 
WA	53011	01531820	Clark County	1629176428	70459294	     629.029	      27.204	 45.771674	-122.485903                                                                                                     
WA	53013	01513273	Columbia County	2249793858	12566846	     868.650	       4.852	 46.292850	-117.911634                                                                                                  
WA	53015	01529156	Cowlitz County	2953144614	67322784	    1140.216	      25.993	 46.185923	-122.658682                                                                                                   
WA	53017	01531818	Douglas County	4711893019	76102869	    1819.272	      29.383	 47.741763	-119.694622                                                                                                   
WA	53019	01531821	Ferry County	5706169065	140280414	    2203.164	      54.163	 48.473256	-118.533589                                                                                                    
WA	53021	01531822	Franklin County	3216927336	60193373	    1242.063	      23.241	 46.534580	-118.906944                                                                                                  
WA	53023	01533500	Garfield County	1840672367	19490299	     710.688	       7.525	 46.429478	-117.536711                                                                                                  
WA	53025	01531924	Grant County	6939890129	289550821	    2679.507	     111.796	 47.213633	-119.467788                                                                                                    
WA	53027	01531823	Grays Harbor County	4926218548	834956830	    1902.024	     322.379	 47.113999	-123.826655                                                                                             
WA	53029	01513272	Island County	539898564	800096272	     208.456	     308.919	 48.158554	-122.670649                                                                                                    
WA	53031	01531936	Jefferson County	4671386491	982867075	    1803.632	     379.487	 47.805346	-123.527136                                                                                                
WA	53033	01531933	King County	5479235795	495559529	    2115.545	     191.337	 47.490599	-121.833996                                                                                                     
WA	53035	01529223	Kitsap County	1022895431	442827362	     394.942	     170.977	 47.639687	-122.649636                                                                                                   
WA	53037	01531926	Kittitas County	5950707492	92362094	    2297.581	      35.661	 47.124444	-120.676714                                                                                                  
WA	53039	01529219	Klickitat County	4846657594	85063424	    1871.305	      32.843	 45.869510	-120.780118                                                                                                 
WA	53041	01531927	Lewis County	6223223859	86636988	    2402.800	      33.451	 46.580071	-122.377444                                                                                                     
WA	53043	01514052	Lincoln County	5984151839	74744194	    2310.494	      28.859	 47.582743	-118.417692                                                                                                   
WA	53045	01529221	Mason County	2484997453	237129431	     959.463	      91.556	 47.354126	-123.173850                                                                                                    
WA	53047	01531928	Okanogan County	13644015302	121223380	    5267.984	      46.805	 48.551386	-119.685877                                                                                                
WA	53049	01513274	Pacific County	2415577406	752974465	     932.660	     290.725	 46.556587	-123.782419                                                                                                  
WA	53051	01529157	Pend Oreille County	3626035232	65404066	    1400.020	      25.253	 48.543825	-117.232191                                                                                              
WA	53053	01529159	Pierce County	4323920389	354552489	    1669.475	     136.893	 47.051415	-122.153242                                                                                                   
WA	53055	01531931	San Juan County	450415360	1158133253	     173.906	     447.158	 48.507190	-123.103769                                                                                                 
WA	53057	01531402	Skagit County	4483833372	489315214	    1731.218	     188.926	 48.493292	-121.815770                                                                                                   
WA	53059	01529220	Skamania County	4288205007	72853073	    1655.685	      28.129	 46.024782	-121.953227                                                                                                  
WA	53061	01529222	Snohomish County	5405954767	282423436	    2087.251	     109.044	 48.054913	-121.766412                                                                                                
WA	53063	01529225	Spokane County	4568197031	43789502	    1763.791	      16.907	 47.620375	-117.403371                                                                                                   
WA	53065	01531930	Stevens County	6417280894	163101755	    2477.726	      62.974	 48.388727	-117.854454                                                                                                  
WA	53067	01529226	Thurston County	1869969897	133393179	     721.999	      51.503	 46.935822	-122.830152                                                                                                 
WA	53069	01513275	Wahkiakum County	682138871	61658258	     263.375	      23.806	 46.294638	-123.424458                                                                                                  
WA	53071	01531819	Walla Walla County	3289614893	74827782	    1270.127	      28.891	 46.254606	-118.480374                                                                                               
WA	53073	01529224	Whatcom County	5456492712	1027129526	    2106.764	     396.577	 48.842653	-121.836432                                                                                                 
WA	53075	01533501	Whitman County	5591999422	47939386	    2159.083	      18.510	 46.905944	-117.535390                                                                                                   
WA	53077	01531929	Yakima County	11125450097	41102141	    4295.560	      15.870	 46.456558	-120.740145                                                                                                   
WV	54001	01696996	Barbour County	883338731	4639232	     341.059	       1.791	 39.139725	 -79.996947                                                                                                     
WV	54003	01550008	Berkeley County	831766636	1061824	     321.147	       0.410	 39.448054	 -78.037776                                                                                                    
WV	54005	01550009	Boone County	1298993469	4284345	     501.544	       1.654	 38.022814	 -81.713539                                                                                                      
WV	54007	01550010	Braxton County	1322996693	14144661	     510.812	       5.461	 38.699342	 -80.731657                                                                                                   
WV	54009	01558262	Brooke County	231034166	8714144	      89.203	       3.365	 40.272645	 -80.578691                                                                                                      
WV	54011	01550012	Cabell County	727838068	18122000	     281.020	       6.997	 38.419578	 -82.243397                                                                                                     
WV	54013	01696945	Calhoun County	723252434	3704539	     279.249	       1.430	 38.844159	 -81.115478                                                                                                     
WV	54015	01550014	Clay County	885617251	4862445	     341.939	       1.877	 38.459826	 -81.081866                                                                                                        
WV	54017	01689476	Doddridge County	828070481	1958441	     319.720	       0.756	 39.263480	 -80.701232                                                                                                   
WV	54019	01560095	Fayette County	1713485858	17527378	     661.581	       6.767	 38.030933	 -81.086051                                                                                                   
WV	54021	01689673	Gilmer County	876717634	4082111	     338.503	       1.576	 38.915867	 -80.849413                                                                                                      
WV	54023	01697238	Grant County	1236390743	7545524	     477.373	       2.913	 39.105988	 -79.195064                                                                                                      
WV	54025	01557518	Greenbrier County	2640888946	12578876	    1019.653	       4.857	 37.924418	 -80.450590                                                                                                
WV	54027	01718644	Hampshire County	1658559627	10969233	     640.373	       4.235	 39.312139	 -78.611989                                                                                                 
WV	54029	01560574	Hancock County	213957141	13879330	      82.609	       5.359	 40.516958	 -80.570164                                                                                                    
WV	54031	01718557	Hardy County	1508195534	5617193	     582.318	       2.169	 39.011361	 -78.841729                                                                                                      
WV	54033	01718426	Harrison County	1077454953	1320319	     416.008	       0.510	 39.279182	 -80.386498                                                                                                   
WV	54035	01559963	Jackson County	1202677931	18836096	     464.357	       7.273	 38.834234	 -81.677717                                                                                                   
WV	54037	01550025	Jefferson County	542732146	5491067	     209.550	       2.120	 39.307398	 -77.863220                                                                                                   
WV	54039	01550026	Kanawha County	2335953946	23318622	     901.917	       9.003	 38.328068	 -81.523516                                                                                                   
WV	54041	01550027	Lewis County	1002099077	7081051	     386.913	       2.734	 38.988877	 -80.495477                                                                                                      
WV	54043	01550028	Lincoln County	1131925075	4023478	     437.039	       1.553	 38.171770	 -82.077623                                                                                                    
WV	54045	01550029	Logan County	1175209714	4830097	     453.751	       1.865	 37.830591	 -81.940853                                                                                                      
WV	54047	01689162	McDowell County	1381646920	3733264	     533.457	       1.441	 37.382663	 -81.658205                                                                                                   
WV	54049	01718173	Marion County	799642465	7186184	     308.744	       2.775	 39.505839	 -80.243402                                                                                                      
WV	54051	01717539	Marshall County	791063504	17411500	     305.431	       6.723	 39.854426	 -80.671794                                                                                                   
WV	54053	01560254	Mason County	1115633604	36174216	     430.749	      13.967	 38.759288	 -82.024171                                                                                                     
WV	54055	01557645	Mercer County	1085127232	4432913	     418.970	       1.712	 37.403448	 -81.106456                                                                                                     
WV	54057	01717890	Mineral County	849080971	3595062	     327.832	       1.388	 39.404781	 -78.956690                                                                                                     
WV	54059	01550036	Mingo County	1095914379	2190076	     423.135	       0.846	 37.721161	 -82.158989                                                                                                      
WV	54061	01550037	Monongalia County	932572492	15051916	     360.068	       5.812	 39.633645	 -80.059074                                                                                                 
WV	54063	01557702	Monroe County	1224422315	2298715	     472.752	       0.888	 37.550340	 -80.547890                                                                                                     
